customerId,name,phone_number,address,DOB,customer_since,gender,point,remaining_point
32,Samuel Mcmahon,650-2803-546,"7838 Samuel Dale
East Joeton, HI 62518",1955-11-19,2022-04-09,F,0,127
33,Bradley Foster,746-4010-167,"9288 Porter Points
Jameshaven, CO 08318",1965-07-15,2022-10-16,M,0,80
34,Alan Cardenas,473-6216-276,"61519 Kelly Locks Apt. 324
Wilsonchester, WY 08675",1990-06-08,2021-04-25,F,0,132
35,David Wallace,947-9125-224,"325 Scott Lodge
Jasonhaven, TX 63063",1971-12-24,2020-11-28,M,0,140
36,Mitchell Vincent,701-5313-863,"75909 Carter Trail
Dominiquebury, ID 25943",1954-08-23,2021-01-03,M,0,122
37,Emily Klein,786-0916-234,"5772 Justin Port
Goldentown, OK 35632",1993-06-22,2023-05-05,F,0,111
38,Carolyn Johnson,841-0525-824,"162 Matthew Drives
Watkinsmouth, KS 91814",2000-01-24,2022-11-28,M,0,141
39,Matthew Zamora,323-6572-274,"948 Antonio Burgs
New Stacyhaven, VA 02694",1998-09-20,2024-09-14,F,0,81
40,Gary Ochoa,067-3456-935,"16040 John Tunnel
Myerschester, SC 98414",1998-04-25,2023-10-15,F,0,105
41,Terry Black,965-9292-897,"5014 Fitzpatrick Harbor Suite 944
West Shanechester, WY 56988",1981-08-16,2022-01-03,F,0,133
42,James Stone,735-5155-217,"590 Earl Squares
Gonzalezburgh, SC 90380",1953-11-15,2023-01-21,F,0,91
43,Kelly Hall,671-8179-405,"527 Lori Ways
Brownberg, MI 45171",1979-08-08,2020-09-06,F,0,87
44,Jessica Mcdaniel,905-7517-146,"USNV Ellis
FPO AA 19860",1969-12-16,2020-08-12,F,0,125
45,Gilbert Morales,271-2287-252,"8981 Steven Lane Suite 820
Port Kevinmouth, NY 07523",2008-07-18,2024-01-11,M,0,129
46,Nicole Conner,762-9197-551,"8411 Carol Plaza
New Joshuamouth, TN 47728",1994-12-06,2024-10-22,M,0,50
47,Michelle Henry,269-9577-438,"PSC 9016, Box 4915
APO AP 44771",1979-11-18,2022-11-30,F,0,157
48,James Chapman,919-9560-408,"680 Anthony Mall
Christopherfort, TN 55807",1964-01-24,2025-02-05,M,0,133
49,Madison Beltran,370-3593-141,"PSC 5336, Box 8123
APO AE 94022",1957-03-02,2022-08-22,M,0,129
50,Amanda Smith,521-8085-093,"64633 Amy Expressway Suite 805
West Tylerburgh, OR 25433",1955-09-22,2021-08-26,M,0,104
51,David Gonzalez,773-0771-881,"1366 Theodore Loaf
Port Johnland, ND 87359",2008-08-19,2021-12-21,F,0,56
52,Valerie Brewer,112-2504-642,"150 Williams Mews Suite 887
Youngmouth, VI 37922",1993-07-23,2024-11-17,M,0,81
53,Christina Rodriguez,163-6916-610,"928 Gonzalez Grove
Lucaston, NV 41524",1973-03-15,2023-06-29,M,0,122
54,Bradley Underwood,065-6304-390,"930 Glenn Lights
Mcdowellshire, ME 54185",1945-12-02,2024-05-23,F,0,84
55,Robyn Lawrence,610-7668-541,"835 Lopez Glen Apt. 399
Port Melanie, FM 64657",1961-11-15,2021-12-14,M,0,124
56,Terry Spencer,257-9064-881,"57344 Alexis Divide Apt. 034
Lake Anthonymouth, ND 76983",1974-10-29,2022-07-03,M,0,142
57,John Gill,965-0188-696,"535 Jennifer Springs Apt. 422
Mitchellfurt, PA 32054",1956-02-04,2022-05-21,M,0,88
58,Joshua Gonzalez,738-1876-698,"89687 Michelle Lakes
Port Maryhaven, IN 95614",1961-02-28,2023-09-23,M,0,168
59,Michelle Howell,906-8797-768,"69904 Allison Mall
Perkinsstad, AZ 41131",2005-01-10,2022-10-24,M,0,31
60,Derek Johnson,273-5573-114,"597 Arnold Parks
Scottview, AZ 10311",2001-06-15,2024-10-22,M,0,115
61,Lindsey Hale,300-7123-161,"PSC 9819, Box 7057
APO AA 99577",1976-12-13,2025-03-09,M,0,104
62,Julie Rios,464-0053-976,"69132 Gabriela Creek
South Deannaburgh, NE 87596",1986-09-04,2024-10-15,F,0,251
63,Thomas Collins,739-4315-995,"000 Susan Canyon Apt. 759
Port Ryanview, AK 46088",1952-01-25,2022-03-12,M,0,115
64,Darlene Morris,512-2927-519,"9108 Sean Knolls Apt. 817
Robinsonstad, AR 55711",1997-12-06,2022-10-16,M,0,88
65,Tara Baxter,934-1743-891,"6056 Brown Divide
South Brittanyhaven, TN 52712",1993-04-18,2021-03-20,M,0,51
66,Anthony Brady,640-4889-861,"19567 Strong Island
Carlosland, KS 21382",1960-02-23,2020-12-12,M,0,102
67,Ryan Bolton,654-8317-623,"326 Johnny Rest Suite 112
South Kevin, KY 64949",1999-03-11,2021-04-11,F,0,117
68,Miss Nancy Hall,203-2504-382,"4037 Johnson Oval
New Brittany, OH 22282",1944-11-15,2025-02-13,F,0,84
69,Sharon Wilson,780-2646-552,"Unit 7628 Box 4723
DPO AE 65267",1944-10-14,2022-12-24,F,0,84
70,Jeffrey Lee,976-8689-940,"8452 Cooper Crossroad
Caseybury, MO 36042",1957-06-22,2022-02-03,M,0,173
71,Kevin Oconnell,000-9813-331,"4426 Daniel Expressway Suite 335
Lake Kara, GU 94754",2004-11-14,2023-06-03,F,0,112
72,Kathy Williams,500-0319-114,"85144 Stephen Camp
South Stevenbury, WY 34014",1964-09-16,2022-07-17,M,0,164
73,Dawn Black,951-5947-899,"06009 Morris Cove Apt. 759
Lake Tracy, RI 56429",1969-02-21,2023-04-04,F,0,118
74,Andrew Davis,851-5038-245,"USS Vaughan
FPO AP 54010",1980-04-26,2023-06-14,F,0,97
75,Michael Michael,059-3946-899,"768 Thompson Harbors Suite 126
South Kevinhaven, LA 29768",2007-06-15,2024-01-23,M,0,193
76,Anna Johnson,580-1290-087,"78133 Casey Green
East Adrianshire, MA 98976",1948-05-18,2021-03-24,F,0,108
77,Brianna Kelley,749-7962-835,"Unit 2972 Box 7965
DPO AE 60724",1945-06-19,2025-02-05,F,0,101
78,Taylor Cruz,070-8727-784,"51696 Coleman Course
South Sheilabury, OH 17104",2006-03-25,2020-05-27,F,0,77
79,Victoria Hester,128-2103-675,"45107 Brent Dam Apt. 980
Port Devon, OK 49267",1982-04-02,2023-09-10,M,0,50
80,Joseph Roth,486-9007-169,"139 David Neck
Novakfurt, RI 43696",1970-02-22,2025-02-02,M,0,113
81,Angela Leonard,271-8645-893,"393 Robinson Locks
South Robinville, LA 01003",1958-01-05,2021-07-19,F,0,153
82,Caleb Miller,621-6932-987,"147 Martinez View
Brownshire, NY 23885",1958-10-14,2021-02-07,M,0,91
83,Heather Hull,216-8835-773,"772 Perez Brook Suite 905
East Christopher, MI 24838",2006-07-26,2024-11-17,M,0,131
84,Tammy Smith,747-3295-730,"USCGC Trujillo
FPO AA 91359",1953-03-05,2021-08-05,M,0,143
85,Brooke Lewis,319-6537-687,"931 Edwards Turnpike
Walkerfurt, PR 22875",1986-03-04,2022-06-22,F,0,120
86,Brandi Rodriguez,665-6118-448,"2818 Reeves Mountains
Chungton, DC 06189",2006-12-14,2022-08-03,M,0,184
87,Brenda Richards,921-8479-462,"123 Gates Summit Suite 400
Cynthiahaven, CA 98882",2002-06-29,2020-12-17,F,0,133
88,April Figueroa,123-4061-230,"929 Rodgers Summit
West Kathryn, TX 91884",2007-03-05,2020-09-05,M,0,117
89,Julia Cain,065-5539-021,"USCGC Walker
FPO AP 31131",1982-05-12,2021-12-30,M,0,137
90,Chelsea Ward,602-9075-235,"1258 Jacobson Islands Apt. 288
Ariasville, WI 15926",1961-04-21,2023-04-02,F,0,79
91,Tina Bowen,602-3608-007,"11526 Jim Isle Suite 992
Hernandezburgh, PW 81158",2005-12-01,2020-09-07,F,0,82
92,Michael Johnson,072-0964-234,"596 Phillips Pine
Leeville, KY 64942",2005-01-09,2022-01-17,M,0,143
93,Teresa Wright,069-0514-880,"270 Andrade Square Suite 614
Chavezchester, NM 51357",1988-05-06,2021-08-15,F,0,83
94,Timothy Morris,338-1160-526,"3183 Holly Plains Suite 427
Lake Adam, FM 03770",2002-06-29,2022-08-19,F,0,78
95,Hannah Lawrence,243-4562-685,"PSC 1886, Box 2865
APO AP 67168",1982-03-02,2020-10-11,M,0,154
96,Daniel Bender,497-3510-552,"823 Caleb Path Suite 630
East Paulshire, AK 24156",2003-09-09,2024-03-08,F,0,68
97,Brandon Willis,135-9355-590,"318 Nichole Junction Apt. 898
South Karenfort, OR 49085",1996-01-23,2024-07-26,M,0,211
98,Michael Mcdowell,484-3981-803,"654 Barnes Fields Suite 919
East Emmafort, RI 58243",1954-04-28,2023-03-22,M,0,99
99,Kenneth Ramirez,484-6669-194,"995 Karen River Suite 481
Crystalmouth, CO 88674",1965-10-10,2022-10-10,F,131,131
100,Taylor Bennett,096-1588-674,"255 Everett Dam
Gregview, DE 70944",1960-02-25,2022-10-17,M,0,84
